recordID,category,focus,caption,length_tokenization
1201,Tableau,emotion,"Une femme assise avec des cheveux noirs et un haut bleu clair lit un livre sur une table, bouquet de fleurs sur la table, Surprise",34
7294,Dessin,content,"Deux vieux hommes avec des barbes et des chapeaux, religieux, sultans",20
3692,Tableau,content,"Un bouquet de fleurs dans un vase en verre sur une table, fleur blanche, fleur rouge, fleur orange",23
8572,Tableau,content,"Jésus mort avec autour de lui des hommes et des femmes qui prient et qui offrent des offrandes, religion, décès",34
6189,Dessin,content,"Deux femmes agenouillées avec un bébé, un petit enfant, un pelerin avec une canne, un randonneur, un palmier",35
10763,Sculpture,colors,"Sculpture d'hommes qui travaillent, pierre taillée, Noir et blanc",19
6259,Tableau,luminosity,"Portrait d'une homme avec une barbe et une moustache assis avec un costume, il a les cheveux cours, un cigar dans sa main, costume noir, Sombre",37
4096,Tableau,emotion,"Une plaine avec quelques fleurs blanches, des forêts en fond, un ciel gris, émotion neutre",27
4096,Tableau,emotion,"Une plaine avec quelques fleurs blanches, des forêts en fond, un ciel gris, Peur",25
8269,Tableau,luminosity,"Jésus entouré d'hommes et de femmes qui le regardent et le touchent, lumière autour de sa tête, religion, Sombre",37
8507,Dessin,content,"Naissance de Jésus, religion, anges avec des ailes, agneaux, étable, intérieur, mages, animaux, porte voutée en pierre",38
6394,Dessin,emotion,"Portrait d'un homme chauve avec une moustache et un costume noir, il est debout, main sur la taille, fond orange, émotion neutre",33
6394,Dessin,emotion,"Portrait d'un homme chauve avec une moustache et un costume noir, il est debout, main sur la taille, fond orange, Joie",31
2248,Tableau,emotion,"une vache couchée, trois vaches debouts en avant plan, des vaches couchées en arrière plan, une plaine arride, ciel nuageux, émotion neutre",45
7292,Dessin,content,"Un homme marchant vers sa maison, un chien courant dans la neige, un toit blanc, plusieurs arbres sans feuilles, des oiseaux dans le ciel",40
2081,Dessin,colors,"Un chevalier et son cheval se défende contre des chiens enragés, le feu, le combat, le chaos, Couleurs vives, Teinte rouge",38
2248,Tableau,colors,"une vache couchée, trois vaches debouts en avant plan, des vaches couchées en arrière plan, une plaine arride, ciel nuageux, Couleurs sombres",46
379,Dessin,content,"Homme debout de côté avec un chapeau et un long manteau, bras croisés",22
7464,Tableau,luminosity,"Un chat joue sur une table, il fait tomber de l'encre sur une feuille, bougie, tableau, livres, Lumineux",32
7379,Dessin,emotion,"Portrait d'un jeune homme avec des cheveux longs de côté, un manteau noir, émotion neutre",27
884,Tableau,emotion,"Peintre avec une toile, femme qui donne a manger à des paons, femme qui tient un bébé dans ses bras, statues, jardin, extérieur, Joie",42
884,Tableau,emotion,"Peintre avec une toile, femme qui donne a manger à des paons, femme qui tient un bébé dans ses bras, statues, jardin, extérieur, Surprise",41
10360,Dessin,emotion,"Un dessin d'une femme assisse, encre, fenêtre en fond, émotion neutre",23
186,Tableau,colors,"Paysage avec des falaises et la mer, rochers dans l'eau, falaises blanches, mer avec des vagues, ciel bleu clair, Couleurs vives",38
7379,Dessin,colors,"Portrait d'un jeune homme avec des cheveux longs de côté, un manteau noir, Bicolor, Teinte bleue",30
6130,Tableau,luminosity,"Femem assise de dos avec un tablier qui joue du piano avec une partition devant elle, chaise, tabouret, intérieur, Sombre",36
10094,Tableau,content,"Portrait d'une femme avec des cheveux roux avec un col blanc et un collier, chapeau à plume, manches blanches, vêtement noir",35
6446,Dessin,luminosity,"Des soldats sur des ruines, ville en ruine après le combat, bataille, destruction, guerre, Lumineux",28
6636,Dessin,colors,"Deux femmes avec un voile sur la tête, longue robe blanche, main sur le torse, deux femmes debouts, Noir et blanc",33
1932,Tableau,emotion,"Une femme présente son bébé nu à un homme chauve tenant un dôme d'or dans sa main, un homme avec un sceptre la regarde, religion, baptême, Colère",47
1829,Tableau,content,"Portrait d'un jeune homme debout avec un costume rouge et une fine moustache, papier peint en fond, parquet, eventail en main, chemise rose",36
6282,Dessin,emotion,"Portrait d'un homme vu de profil, cheveux dégarnis, barbiche et moustache épaisse, oreille visible, émotion neutre",34
4096,Tableau,colors,"Une plaine avec quelques fleurs blanches, des forêts en fond, un ciel gris, Noir et blanc",26
992,Tableau,emotion,"Portrait d'une femme qui regarde vers le bas, turban rouge, chapeau, bras croisés, oreille visible, robe brune, émotion neutre",36
992,Tableau,emotion,"Portrait d'une femme qui regarde vers le bas, turban rouge, chapeau, bras croisés, oreille visible, robe brune, Joie",34
6963,Dessin,luminosity,"Paysage avec des collines et quelques abres, au centre il y a un chateau, des nuages dans le ciel, Lumineux",30
10163,Tableau,emotion,"Un malade dans son lit avec une femme à son chevet, une femme assises par terre avec un bébé, couverture rouge, Tristesse",33
10163,Tableau,emotion,"Un malade dans son lit avec une femme à son chevet, une femme assises par terre avec un bébé, couverture rouge, Peur",32
5604,Dessin,colors,"Jésus qui est entouré d'une foule avec des soldats, armes, regroupement, religion, halo autour de la tête de Jésus, Bicolor, Teinte rouge",47
7103,Dessin,colors,"Un chien assis musclé vu de dos, Noir et blanc",15
7614,Dessin,luminosity,"Portrait d'une personne vu de côté avec un voile blanc sur la tête, ses yeux regardent vers le haut, cheveux bruns ou noirs semi-longs, Lumineux",46
10450,Tableau,content,"Une femme assise dans un fauteuil confortable avec un chien sur les genoux, à côté d'elle il y a une table avec un verre dessus, la femme porte une blouse bleue",46
4417,Tableau,content,"Un homme nu est porté par des hommes, mort, décès, transport du défund",21
3671,Dessin,colors,"Un paysage avec une valée, un cavalier sur son cheval, un charette tirée par des animaux sur un chemin, un arbre sur la colline, en fond une ville et un chateau, falaise, Bicolor, Teinte rouge",56
7595,Tableau,emotion,"Une vigne avec des raisins, émotion neutre",11
858,Tableau,content,"Une ville brule, la fumée et le feu, un fleuve avec des barques, des batiments en feu, un incendie",31
6470,Dessin,luminosity,"L'assemblée générale, des politiciens, politique, pupitre, discours, intérieur, Lumineux",34
1577,Tableau,colors,"Paysage avec une ville, un fleuve, un pont et des barques sur l'eau, des nuages dans le ciel, églises, arbres entre les maisons, Couleurs sombres",46
10791,Dessin,emotion,"Croquis d'une femme debout avec une longue jupe blanche, on ne voit pas son visage, elle travaille, nettoyage, émotion neutre",39
1599,Tableau,colors,"Portrait d'un homme avec des cheveux bruns bouclés et un vêtement verre, pas de pilosité faciale, Couleurs sombres",39
2624,Tableau,content,"Une femme couchée dans son lit reçoit prend un enfant dans ses mains, trois femms autour du lit, robe noire, robe blanche, tapis en fourrure",43
5723,Tableau,luminosity,"Un groupe de personne découvre une vallée, cheval, chien, montagnes, falaises, fleuve, arbres, moutons, exploration, Lumineux",39
6693,Dessin,luminosity,"Une personne devant une maison avec un sceptre, capuche, sorcier, Sombre",21
4149,Tableau,colors,"Un paysage avec des collines et des plaines, des nuages blancs dans le ciel, Noir et blanc",25
8081,Tableau,emotion,"Un homme torse nu et un homme avec un habit bleu qui boit dans une flaque sont dans une forêt, un fleuve, un chateau sur une colline en fond, un crépuscule, émotion neutre",51
884,Tableau,luminosity,"Peintre avec une toile, femme qui donne a manger à des paons, femme qui tient un bébé dans ses bras, statues, jardin, extérieur, Lumineux",42
7962,Tableau,colors,"Un homme marche avec son chien vers une ferme avec des arbres sans feuilles et des buissons, cheminées, grange, ciel blanc, Noir et blanc",38
8508,Dessin,luminosity,"Poséidon, dieu,vieil homme musclé avec une barbe, chevaux, mer, trident, Lumineux",28
452,Tableau,colors,"Portrait d'une femme adulte avec des cheveux attachés noirs de face, bras croisés, robe noire, Noir et blanc",31
6259,Tableau,content,"Portrait d'une homme avec une barbe et une moustache assis avec un costume, il a les cheveux cours, un cigar dans sa main, costume noir",34
1369,Dessin,emotion,"Une femme avec un sein visible et une longue robe regarde vers le haut avec un dague en main, défense, agression, Peur",33
1369,Dessin,emotion,"Une femme avec un sein visible et une longue robe regarde vers le haut avec un dague en main, défense, agression, Colère",33
1369,Dessin,emotion,"Une femme avec un sein visible et une longue robe regarde vers le haut avec un dague en main, défense, agression, Surprise",32
1985,Tableau,colors,"Scène de chaos, hommes et femmes dénudés, combat, peroquet, mort, décès, cheval, enfer, chien, bouc, Couleurs sombres, Teinte rouge",49
1298,Tableau,content,"Jésus porte sa croix avec deux hommes à côté de lui, un homme qui porte un livre ouvert dans sa main, homme musclé nu, religion",38
6259,Tableau,colors,"Portrait d'une homme avec une barbe et une moustache assis avec un costume, il a les cheveux cours, un cigar dans sa main, costume noir, Noir et blanc",38
7844,Tableau,content,"Une femme est assise avec une robe bleue, elle regarde un chien assis par terre, une femme est debout avec une robe rouge, un jardin, extérieur",39
7742,Dessin,emotion,"Portrait d'un vieil homme avec des cheveux gris et un point de beauté avec un large manteau, pas de pilosité faciale, émotion neutre",39
7742,Dessin,emotion,"Portrait d'un vieil homme avec des cheveux gris et un point de beauté avec un large manteau, pas de pilosité faciale, Tristesse",38
965,Tableau,emotion,"Un péniche à voile sur le fleuve le matin, le reflet du soleil dans l'eau, un ciel jaune, deux oiseaux, émotion neutre",39
10789,Dessin,emotion,"Un figures religieuses qui prient devant un batiment, des portes jaunes, des marches, religion, Surprise",26
4343,Tableau,colors,"Portrait d'une femme avec des yeux verts et des boucles d'oreilles, des cheveux noirs attachés, une robe en dentelle noires, des gants longs noirs, Teinte verte",47
8558,Tableau,colors,"Un femme en robe bleue avec des anges autour d'elle, une foule d'hommes et de femmes la regardent d'en bas, robes colorées, religion, Couleurs vives",47
1688,Tableau,luminosity,"Un bateau attaqué par des monstres marins, la tempête, des nuages gris et noirs, un phare sur la colline, un monstre, Sombre",41
2046,Tableau,emotion,"Portrait d'une jeune fille debout avec des cheveux blonds et une canne, manteau noir, chapeau noir, chien noir assis à côté d'elle, émotion neutre",48
2046,Tableau,emotion,"Portrait d'une jeune fille debout avec des cheveux blonds et une canne, manteau noir, chapeau noir, chien noir assis à côté d'elle, Joie",46
2046,Tableau,emotion,"Portrait d'une jeune fille debout avec des cheveux blonds et une canne, manteau noir, chapeau noir, chien noir assis à côté d'elle, Peur",46
1196,Tableau,emotion,"Portrait d'un peintre assis portant un manteau, cheveux courts, pinceau dans la main, émotion neutre",31
1196,Tableau,emotion,"Portrait d'un peintre assis portant un manteau, cheveux courts, pinceau dans la main, Tristesse",30
5402,Tableau,emotion,"Un fille en robe blanche debout avec la main d'une reine sur sa tête, un soldat avec une cape rouge et un casque doré, un homme en tunique blanche, intérieur, royauté, émotion neutre",56
5402,Tableau,emotion,"Un fille en robe blanche debout avec la main d'une reine sur sa tête, un soldat avec une cape rouge et un casque doré, un homme en tunique blanche, intérieur, royauté, Peur",54
5402,Tableau,emotion,"Un fille en robe blanche debout avec la main d'une reine sur sa tête, un soldat avec une cape rouge et un casque doré, un homme en tunique blanche, intérieur, royauté, Colère",54
5402,Tableau,emotion,"Un fille en robe blanche debout avec la main d'une reine sur sa tête, un soldat avec une cape rouge et un casque doré, un homme en tunique blanche, intérieur, royauté, Surprise",53
11245,Tableau,content,"Une femme adossée à un mur blanc debout pieds nus, un voile rouge, une tunique noire, un colier, un tapis jaune sur le sol",38
1528,Tableau,colors,"Cour intérieure avec des poutres, plafond avec des arches, couloir, hommes avec des longs habits et des capuches, Couleurs vives, Teinte rouge",42
4096,Tableau,luminosity,"Une plaine avec quelques fleurs blanches, des forêts en fond, un ciel gris, Sombre",25
965,Tableau,luminosity,"Un péniche à voile sur le fleuve le matin, le reflet du soleil dans l'eau, un ciel jaune, deux oiseaux, Lumineux",37
5836,Tableau,content,"Des chiens qui attaquent des canards, des oies, des cignes, un ciel bleu avec des nuages blanc, des roseaux, une attaque, la chasse",41
2429,Tableau,colors,"Un bouquet de fleurs blanches sur une table avec nappe rouge et une coupe dorée, papier peint orange et mur en bois, intérieur luxueux, Couleurs vives",42
10425,Dessin,colors,"Dessin d'une femme en robe noire assise sur un divan, Noir et blanc",20
7811,Tableau,luminosity,"Une femme nue couché sur le sol avec des longs cheveux bruns, feuilles sur le sol, un garçon nu joue de la flute, arbres autour d'eux, Lumineux",46
11245,Tableau,luminosity,"Une femme adossée à un mur blanc debout pieds nus, un voile rouge, une tunique noire, un colier, un tapis jaune sur le sol, Lumineux",41
3671,Dessin,luminosity,"Un paysage avec une valée, un cavalier sur son cheval, un charette tirée par des animaux sur un chemin, un arbre sur la colline, en fond une ville et un chateau, falaise, Lumineux",52
4936,Tableau,colors,"Repas en intérieur, plusieurs hommes et femmes, chapeaux, instrument de musique, personnes assisses à table, discussion, repas de famille, Couleurs sombres",45
1688,Tableau,content,"Un bateau attaqué par des monstres marins, la tempête, des nuages gris et noirs, un phare sur la colline, un monstre",38
4931,Tableau,colors,"Portrait d'une femme agée avec une robe noir et blanche, chapeau blanc sur la tête, mains croisées, fond uni, Couleurs sombres",38
9827,Tableau,luminosity,"Un chien sur une rue en pavés avec un chat assis, une terrasse en bois, ue maison en bois, Lumineux",28
7095,Dessin,emotion,"Une ferme avec un fermier qui déplacent des vaches et deux chiens, des arbres, un toit en tuiles et une clôture en bois, émotion neutre",41
4851,Tableau,emotion,"Jésus avec un drap rouge sur lui avec des personnes agenouillés autour de lui, un homme qui se fait décapiter, deux hommes sur des chevaux, foule, religion, émotion neutre",51
5867,Tableau,colors,"Chemin entre deux maisons dans la forêt, grands arbres, chemin de boue, cheval, quelques personnes, Couleurs sombres",36
1733,Tableau,luminosity,"Un invasion d'un village par des soldats, la guerre, village sous la neige, chaos, combat, attaque, foule, Lumineux",33
1786,Tableau,emotion,"Un table avec des légumes, choux-fleur, oignons, tomates, poireaux, émotion neutre",28
1786,Tableau,emotion,"Un table avec des légumes, choux-fleur, oignons, tomates, poireaux, Joie",26
7803,Tableau,emotion,"Homme torse nu prisonnier sur un poteau, soldat avec une hache, chateau en fond, vache avec une cloche, veille femme, Tristesse",36
7803,Tableau,emotion,"Homme torse nu prisonnier sur un poteau, soldat avec une hache, chateau en fond, vache avec une cloche, veille femme, Peur",35
7803,Tableau,emotion,"Homme torse nu prisonnier sur un poteau, soldat avec une hache, chateau en fond, vache avec une cloche, veille femme, Colère",35
7803,Tableau,colors,"Homme torse nu prisonnier sur un poteau, soldat avec une hache, chateau en fond, vache avec une cloche, veille femme, Noir et blanc",36
7743,Dessin,emotion,"Portrait d'une femme avec une hotte sur la tête, chapeau, colier, émotion neutre",26
7743,Dessin,emotion,"Portrait d'une femme avec une hotte sur la tête, chapeau, colier, Tristesse",25
1733,Tableau,emotion,"Un invasion d'un village par des soldats, la guerre, village sous la neige, chaos, combat, attaque, foule, Tristesse",34
1733,Tableau,emotion,"Un invasion d'un village par des soldats, la guerre, village sous la neige, chaos, combat, attaque, foule, Peur",33
1733,Tableau,emotion,"Un invasion d'un village par des soldats, la guerre, village sous la neige, chaos, combat, attaque, foule, Colère",33
8260,Tableau,colors,"Paysage avec un peintre qui peint une toile, un couple qui pose, des arbres, un parc, des personnes sur l'herbe, un chemin, Noir et blanc",42
839,Tableau,content,"Une fille est un garçon assis à une table en train de jouer aux cartes, intérieur, chaise rouge, vases, commode, nappe, cheveux en queue de cheval",48
6394,Dessin,content,"Portrait d'un homme chauve avec une moustache et un costume noir, il est debout, main sur la taille, fond orange",28
7695,Tableau,emotion,"Intérieur avec une chaise, un fenêtre, une commode, une cheminée avec un poêle, casserole, lampe, émotion neutre",37
2321,Tableau,emotion,"Portrait d'une homme assis avec un chapeau noir et un habit noir et brun, pas de pilosité faciale, en fond on voit des batiments avec un canal, émotion neutre",47
2321,Tableau,emotion,"Portrait d'une homme assis avec un chapeau noir et un habit noir et brun, pas de pilosité faciale, en fond on voit des batiments avec un canal, Tristesse",46
10788,Tableau,luminosity,"Un homme dans la savane avec des arbres au dessus de lui et des herbes hautes, balade, Lumineux",28
7415,Tableau,luminosity,"Ferme entre les arbres avec des vaches assises et un mouton debout, un homme est couché en dessous d'un arbre, Lumineux",36
7405,Dessin,content,"Paysage avec la mer et des dunes, des oiseaux dans le ciel, une digue, des bateaux sur l'eau, le ciel est gris",35
4175,Tableau,content,"Chemin avec des arbres alignés, une maison le long de la route, ferme, village en fond, plaines",27
4036,Tableau,content,"Toits blancs, façades, arbres sans feuilles, ciel gris, branches noires",22
5179,Tableau,content,"Portrait d'une fille debout avec un pot de fleurs dans les mains, cheveux coupe carré blonds, tableaux sur mur bleu, fenêtre, chaise, parquet",42
10428,Dessin,content,Dessin d'une femme couchée avec une robe sur un lit,15
7549,Dessin,colors,"Un bouc devant une maison avec un lumière qui éclaire légèrement, caisse en bois, soirée, ferme, Couleurs sombres",36
6442,Dessin,colors,"Un soldat dans un paysage désolé, collines, ville en fond, Noir et blanc",21
10434,Dessin,emotion,"Dessin d'un buffle au dessus et dessin d'une femme vu de dos couchée en dessous, émotion neutre",31
10360,Dessin,luminosity,"Un dessin d'une femme assisse, encre, fenêtre en fond, Lumineux",21
5836,Tableau,colors,"Des chiens qui attaquent des canards, des oies, des cignes, un ciel bleu avec des nuages blanc, des roseaux, une attaque, la chasse, Couleurs sombres",47
2194,Tableau,emotion,"Portrait d'une veille femme assise tenant des lunettes et un livre, habit noir avec une collerette blanche, intérieur, émotion neutre",36
2194,Tableau,emotion,"Portrait d'une veille femme assise tenant des lunettes et un livre, habit noir avec une collerette blanche, intérieur, Joie",34
10789,Dessin,colors,"Un figures religieuses qui prient devant un batiment, des portes jaunes, des marches, religion, Couleurs vives",30
7127,Dessin,emotion,"Un chateau avec une haute tour au bord de l'eau, un pont, des barques sur l'eau, quelques nuages dans le ciel, émotion neutre",37
4596,Tableau,colors,"Portrait d'une homme avec une barbe et une moustache, chapeau noir, baton en main, chaise, livre, tableau en fond, habit ample brun, Couleurs sombres",42
10340,Dessin,content,"Village dans un désert avec du sable au sol, palmier, minaret en fond, batîment avec une coupole",27
7405,Dessin,emotion,"Paysage avec la mer et des dunes, des oiseaux dans le ciel, une digue, des bateaux sur l'eau, le ciel est gris, émotion neutre",40
1934,Tableau,luminosity,"Le dernier repas, Jésus, repas, intérieur, fenêtre en fond, Lumineux",26
6446,Dessin,colors,"Des soldats sur des ruines, ville en ruine après le combat, bataille, destruction, guerre, Noir et blanc",29
6282,Dessin,luminosity,"Portrait d'un homme vu de profil, cheveux dégarnis, barbiche et moustache épaisse, oreille visible, Lumineux",32
6130,Tableau,content,"Femem assise de dos avec un tablier qui joue du piano avec une partition devant elle, chaise, tabouret, intérieur",33
10789,Dessin,luminosity,"Un figures religieuses qui prient devant un batiment, des portes jaunes, des marches, religion, Lumineux",27
2429,Tableau,emotion,"Un bouquet de fleurs blanches sur une table avec nappe rouge et une coupe dorée, papier peint orange et mur en bois, intérieur luxueux, émotion neutre",41
2429,Tableau,emotion,"Un bouquet de fleurs blanches sur une table avec nappe rouge et une coupe dorée, papier peint orange et mur en bois, intérieur luxueux, Joie",39
4103,Tableau,content,"Village avec une église le lond d'un chemin, cimetière sur le côté, colline, village en fond, clocher avec une croix",37
10795,Tableau,content,"Ferme le long d'un ruisseau où des vaches boient, arbres, chevaux avec des personnes, ciel bleu avec des nuages blancs",38
4417,Tableau,emotion,"Un homme nu est porté par des hommes, mort, décès, transport du défund, Tristesse",25
4417,Tableau,emotion,"Un homme nu est porté par des hommes, mort, décès, transport du défund, Peur",24
6284,Dessin,content,"Portrait d'un homme avec des cheveux dégarni, une barbe et une moustache épaisse, vu de profil, oreille, chemise",34
10836,Tableau,colors,"Une femme et un enfant qui font une promenade, des hautes herbes, des fleurs colorées, deux arbres en fond, Teinte rouge",33
6710,Tableau,content,"Portrait d'un soldat en uniforme vu de profil avec une épée dans sa main, un chapeau avec une plume, bottes, rangés de soldats en fond, ciel nuageux",46
7398,Dessin,emotion,"Un homme debout avec une canne, un chapeau de paille, un pancho, un mendiant, émotion neutre",30
7398,Dessin,emotion,"Un homme debout avec une canne, un chapeau de paille, un pancho, un mendiant, Tristesse",29
4517,Tableau,luminosity,"Portrait d'une femme avec des cheveux bruns en robe blanche avec un diadème, tapis rouge, bouquet de fleur en main, reine, princesse, Lumineux",40
10791,Dessin,luminosity,"Croquis d'une femme debout avec une longue jupe blanche, on ne voit pas son visage, elle travaille, nettoyage, Lumineux",37
7962,Tableau,content,"Un homme marche avec son chien vers une ferme avec des arbres sans feuilles et des buissons, cheminées, grange, ciel blanc",34
10836,Tableau,luminosity,"Une femme et un enfant qui font une promenade, des hautes herbes, des fleurs colorées, deux arbres en fond, Lumineux",32
7398,Dessin,colors,"Un homme debout avec une canne, un chapeau de paille, un pancho, un mendiant, Bicolor, Teinte rouge",32
8507,Dessin,emotion,"Naissance de Jésus, religion, anges avec des ailes, agneaux, étable, intérieur, mages, animaux, porte voutée en pierre, Joie",41
8507,Dessin,emotion,"Naissance de Jésus, religion, anges avec des ailes, agneaux, étable, intérieur, mages, animaux, porte voutée en pierre, Surprise",40
10425,Dessin,content,Dessin d'une femme en robe noire assise sur un divan,16
1148,Tableau,emotion,"Portrait d'une femme assise avec des cheveux coiffés noires, robe blanche en dentelle, mains qui se tiennent, ceinture, émotion neutre",40
10207,Dessin,content,"Homme rasé avec un chapeau noir vu de côté avec un pic dans la main, ouvrier, fermier, cheminée qui fume en fond, usine, pauvreté, travail",47
7398,Dessin,luminosity,"Un homme debout avec une canne, un chapeau de paille, un pancho, un mendiant, Lumineux",28
4931,Tableau,luminosity,"Portrait d'une femme agée avec une robe noir et blanche, chapeau blanc sur la tête, mains croisées, fond uni, Sombre",35
3816,Tableau,emotion,"Une église en hiver avec de la neige, des arbres sans feuilles, un clocher, émotion neutre",28
380,Tableau,emotion,"Portrait d'un homme adulte assis de côté, cheveux gris bouclés, chapeau noir, costume noir, col en dentelle blanche, gants, émotion neutre",43
7996,Tableau,emotion,"Portrait d'une vieille femme aux cheveux gris, assise sur une chaise en bois avec un cousin rouge, robe noire, mains jointes, intérieur, émotion neutre",44
379,Dessin,luminosity,"Homme debout de côté avec un chapeau et un long manteau, bras croisés, Lumineux",25
4970,Tableau,content,"Un homme agenouillé, portant un chapeau et un costume noirs, ramasse des cailloux et les met dans une benne, travail, travailleur, pauvreté",44
5943,Tableau,content,"Jésus bénit des enfants au temple, vêtments colorés, religion, poutres, chiens, mères qui apportent leurs nourissons",39
3674,Tableau,colors,"Jésus torse nu malade ou mort tenu par un homme chauve et une femme, un femme avec une coupe en main, un homme qui tient un marteau, Couleurs sombres",42
10779,Dessin,colors,"Intérieur d'une chambre à coucher, plafond voûté, lit double, chaise, portes, armoire, bureau, Noir et blanc",38
2324,Tableau,colors,"Portrait d'une femme avec un voile blanc et une robe noire, ton pale, bijoux rouge, ville en fond, Couleurs sombres",32
4086,Tableau,colors,"Un champ avec des tas de foin, piles de foin, Noir et blanc",17
3922,Tableau,content,"Portrait d'une petite fille debout avec une robe noire, un collier de perles blanches, un chapeau noir et du maquillage, elle tient une rose rouge dans la main",43
10434,Dessin,content,Dessin d'un buffle au dessus et dessin d'une femme vu de dos couchée en dessous,26
10763,Sculpture,content,"Sculpture d'hommes qui travaillent, pierre taillée",15
10207,Dessin,emotion,"Homme rasé avec un chapeau noir vu de côté avec un pic dans la main, ouvrier, fermier, cheminée qui fume en fond, usine, pauvreté, travail, émotion neutre",52
10207,Dessin,emotion,"Homme rasé avec un chapeau noir vu de côté avec un pic dans la main, ouvrier, fermier, cheminée qui fume en fond, usine, pauvreté, travail, Tristesse",51
10349,Dessin,content,"Dessin d'une jeune femme avec un voile sur les cheveux, une robe, vu de côté",26
4313,Tableau,luminosity,"Une table avec une des tomates rouges et un vase avec des fleurs colorées, un mur jaune, Lumineux",27
10561,Tableau,emotion,"Portrait d'une jeune fille aux cheveux roux tressés, assise sur une chaise verte, s'appuyant sur sa main, émotion neutre",39
1942,Tableau,content,"Portrait de famille avec deux couples, et quatres enfants, fermiers asssis dehors, paquerettes dans l'herbe",33
759,Tableau,content,"Femmes qui lavent des vêtements dans le fleuve, groupe de femmes agenouillées, ville en fond",29
3674,Tableau,content,"Jésus torse nu malade ou mort tenu par un homme chauve et une femme, un femme avec une coupe en main, un homme qui tient un marteau",36
1205,Tableau,content,"Jésus amené à un roi sultan, des soldats avec des lances le tiennent, petit chien blanc couché",30
6189,Dessin,colors,"Deux femmes agenouillées avec un bébé, un petit enfant, un pelerin avec une canne, un randonneur, un palmier, Bicolor, Teinte rouge",42
8080,Tableau,content,"Un femme joue avec un bébé nu sur un lit, un homme avec une barbe noire regarde l'enfant",28
10877,Tableau,content,"Un homme en tunique rouge agenouillé à côté de son cheval regarde un cerf avec des chiens dans une forêt, chevalier",35
5640,Tableau,luminosity,"Portrait d'un homme fatigué avec une barbe brune et une moustache brune, cheveux dégarnis, fourrure, col blanc, Sombre",36
10795,Tableau,emotion,"Ferme le long d'un ruisseau où des vaches boient, arbres, chevaux avec des personnes, ciel bleu avec des nuages blancs, émotion neutre",43
10795,Tableau,emotion,"Ferme le long d'un ruisseau où des vaches boient, arbres, chevaux avec des personnes, ciel bleu avec des nuages blancs, Joie",41
4970,Tableau,luminosity,"Un homme agenouillé, portant un chapeau et un costume noirs, ramasse des cailloux et les met dans une benne, travail, travailleur, pauvreté, Sombre",47
7549,Dessin,luminosity,"Un bouc devant une maison avec un lumière qui éclaire légèrement, caisse en bois, soirée, ferme, Sombre",33
2624,Tableau,emotion,"Une femme couchée dans son lit reçoit prend un enfant dans ses mains, trois femms autour du lit, robe noire, robe blanche, tapis en fourrure, Joie",46
1177,Tableau,luminosity,"Portrait d'un homme avec des cheveux noirs et une moustache noir en costume noir avec une chemise blanche, portrait en extérieur, Sombre",34
6462,Dessin,content,"Portrait d'un homme vu de côté assis par terre avec une fine barbe et un turban, il est adossé contre un mur",32
8541,Dessin,luminosity,"Un chateau qui brule, un incendie, une usine, de la fumée, Sombre",22
8256,Tableau,emotion,"Un groupe de personnes chaudement habillés marchent avec dans la neige, des charettes tirées par des chevaux, habits noirs, convoi, Tristesse",42
8256,Tableau,emotion,"Un groupe de personnes chaudement habillés marchent avec dans la neige, des charettes tirées par des chevaux, habits noirs, convoi, Peur",41
79,Tableau,content,"Une femme en robe noire assise dans un fauteuil rouge dans un salon avec un tapis rouge, piano, la femme se cache le visage avec sa main",35
4818,Tableau,luminosity,"Des moines agenouillés discutent, prières, religion, Sombre",18
3941,Tableau,colors,"Une repas en extérieur dans un parc, une table couverte par l'ombre des arbres, des chiens, une fillette avec sa mère, des chaises de jardin, Noir et blanc",47
4175,Tableau,luminosity,"Chemin avec des arbres alignés, une maison le long de la route, ferme, village en fond, plaines, Sombre",30
839,Tableau,luminosity,"Une fille est un garçon assis à une table en train de jouer aux cartes, intérieur, chaise rouge, vases, commode, nappe, cheveux en queue de cheval, Lumineux",51
6545,Dessin,content,"Un port avec une église avec un clocher, des bateaux sur l'eau, un homme couché sur le bord de l'eau, une ville portuaire",37
10836,Tableau,content,"Une femme et un enfant qui font une promenade, des hautes herbes, des fleurs colorées, deux arbres en fond",29
1394,Dessin,emotion,"Une foule avec des hommes, des femmes et des enfants qui regardent un hpmme torse nu, guerrier, gagnant, vainqueur, Joie",38
1394,Dessin,emotion,"Une foule avec des hommes, des femmes et des enfants qui regardent un hpmme torse nu, guerrier, gagnant, vainqueur, Peur",38
7743,Dessin,colors,"Portrait d'une femme avec une hotte sur la tête, chapeau, colier, Noir et blanc",25
6964,Dessin,colors,"Une femme assise par terre avec un enfant couché sur le bord d'un chemin de terre, parlant à un groupe, une ferme en arrière-plan, des arbres, des moutons, Noir et blanc",51
4149,Tableau,emotion,"Un paysage avec des collines et des plaines, des nuages blancs dans le ciel, émotion neutre",26
4149,Tableau,emotion,"Un paysage avec des collines et des plaines, des nuages blancs dans le ciel, Tristesse",25
4149,Tableau,emotion,"Un paysage avec des collines et des plaines, des nuages blancs dans le ciel, Peur",24
7742,Dessin,colors,"Portrait d'un vieil homme avec des cheveux gris et un point de beauté avec un large manteau, pas de pilosité faciale, Noir et blanc",38
